Move,Depth,Value,Alpha,Beta
F8,3,4,499,5005
K10,2,499,499,5005
F10,3,10,499,5005
K10,2,499,499,5005
F11,3,5,499,5005
K10,2,499,499,5005
F12,3,4,499,5005
K10,2,499,499,5005
F13,3,0,499,5005
K10,2,499,499,5005
G4,3,0,499,5005
K10,2,499,499,5005
G5,3,4,499,5005
K10,2,499,499,5005
G6,3,4,499,5005
K10,2,499,499,5005
G7,3,49,499,5005
K10,2,499,499,5005
G13,3,0,499,5005
K10,2,499,499,5005
H4,3,4,499,5005
K10,2,499,499,5005
H6,3,54,499,5005
K10,2,499,499,5005
H7,3,6,499,5005
K10,2,499,499,5005
H12,3,4,499,5005
K10,2,499,499,5005
H13,3,4,499,5005
K10,2,499,499,5005
I4,3,4,499,5005
K10,2,499,499,5005
I5,3,4,499,5005
K10,2,499,499,5005
I11,3,0,499,5005
K10,2,499,499,5005
I12,3,-1,499,5005
K10,2,499,499,5005
J5,3,-1,499,5005
K10,2,499,499,5005
J6,3,14,499,5005
K10,2,499,499,5005
J7,3,51,499,5005
K10,2,499,499,5005
J10,3,49,499,5005
K10,2,499,499,5005
J11,3,499,499,5005
K10,2,499,499,5005
K5,3,-1,499,5005
K10,2,499,499,5005
K6,3,0,499,5005
K10,2,499,499,5005
K9,3,49,499,5005
K10,2,499,499,5005
K11,3,-1,499,5005
K10,2,499,499,5005
L5,3,-1,499,5005
K10,2,499,499,5005
L7,3,10004,499,5005
K10,2,10004,499,5005
H5,1,5005,-49505,5005
L5,2,-Infinity,-49505,5005
D8,3,0,-49505,5005
L5,2,0,0,5005
D9,3,-4,0,5005
L5,2,0,0,5005
D10,3,0,0,5005
L5,2,0,0,5005
E8,3,0,0,5005
L5,2,0,0,5005
E10,3,0,0,5005
L5,2,0,0,5005
F7,3,495,0,5005
L5,2,495,495,5005
F8,3,0,495,5005
L5,2,495,495,5005
F10,3,6,495,5005
L5,2,495,495,5005
F11,3,1,495,5005
L5,2,495,495,5005
F12,3,0,495,5005
L5,2,495,495,5005
F13,3,-4,495,5005
L5,2,495,495,5005
G4,3,-4,495,5005
L5,2,495,495,5005
G5,3,0,495,5005
L5,2,495,495,5005
G6,3,0,495,5005
L5,2,495,495,5005
G7,3,45,495,5005
L5,2,495,495,5005
G13,3,-4,495,5005
L5,2,495,495,5005
H4,3,0,495,5005
L5,2,495,495,5005
H6,3,50,495,5005
L5,2,495,495,5005
H7,3,2,495,5005
L5,2,495,495,5005
H12,3,0,495,5005
L5,2,495,495,5005
H13,3,0,495,5005
L5,2,495,495,5005
I4,3,0,495,5005
L5,2,495,495,5005
I5,3,0,495,5005
L5,2,495,495,5005
I11,3,-4,495,5005
L5,2,495,495,5005
I12,3,-5,495,5005
L5,2,495,495,5005
J5,3,-5,495,5005
L5,2,495,495,5005
J6,3,10,495,5005
L5,2,495,495,5005
J7,3,47,495,5005
L5,2,495,495,5005
J10,3,45,495,5005
L5,2,495,495,5005
J11,3,495,495,5005
L5,2,495,495,5005
K4,3,-5,495,5005
L5,2,495,495,5005
K5,3,-5,495,5005
L5,2,495,495,5005
K6,3,-4,495,5005
L5,2,495,495,5005
K9,3,45,495,5005
L5,2,495,495,5005
K10,3,-5,495,5005
L5,2,495,495,5005
L4,3,-5,495,5005
L5,2,495,495,5005
L7,3,10000,495,5005
L5,2,10000,495,5005
H5,1,5005,-49505,5005
L7,2,-50005,-49505,5005
H5,1,-50005,-49505,5005
root,0,-49505,-49505,Infinity
H6,1,Infinity,-49505,Infinity
D8,2,-Infinity,-49505,Infinity
C7,3,50,-49505,Infinity
D8,2,50,50,Infinity
C8,3,50,50,Infinity
D8,2,50,50,Infinity
C9,3,50,50,Infinity
D8,2,50,50,Infinity
D7,3,50,50,Infinity
D8,2,50,50,Infinity
D9,3,51,50,Infinity
D8,2,51,51,Infinity
D10,3,55,51,Infinity
D8,2,55,55,Infinity
E7,3,50,55,Infinity
D8,2,55,55,Infinity
E8,3,55,55,Infinity
D8,2,55,55,Infinity
E10,3,55,55,Infinity
D8,2,55,55,Infinity
F7,3,550,55,Infinity
D8,2,550,550,Infinity
F8,3,55,550,Infinity
D8,2,550,550,Infinity
F10,3,60,550,Infinity
D8,2,550,550,Infinity
F11,3,56,550,Infinity
D8,2,550,550,Infinity
F12,3,55,550,Infinity
D8,2,550,550,Infinity
F13,3,51,550,Infinity
D8,2,550,550,Infinity
G5,3,5050,550,Infinity
D8,2,5050,5050,Infinity
G6,3,51,5050,Infinity
D8,2,5050,5050,Infinity
G7,3,105,5050,Infinity
D8,2,5050,5050,Infinity
G13,3,51,5050,Infinity
D8,2,5050,5050,Infinity
H5,3,55,5050,Infinity
D8,2,5050,5050,Infinity
H7,3,66,5050,Infinity
D8,2,5050,5050,Infinity
H12,3,55,5050,Infinity
D8,2,5050,5050,Infinity
H13,3,55,5050,Infinity
D8,2,5050,5050,Infinity
I5,3,55,5050,Infinity
D8,2,5050,5050,Infinity
I11,3,51,5050,Infinity
D8,2,5050,5050,Infinity
I12,3,50,5050,Infinity
D8,2,5050,5050,Infinity
J5,3,50,5050,Infinity
D8,2,5050,5050,Infinity
J6,3,65,5050,Infinity
D8,2,5050,5050,Infinity
J7,3,102,5050,Infinity
D8,2,5050,5050,Infinity
J10,3,100,5050,Infinity
D8,2,5050,5050,Infinity
J11,3,550,5050,Infinity
D8,2,5050,5050,Infinity
K5,3,50,5050,Infinity
D8,2,5050,5050,Infinity
K6,3,51,5050,Infinity
D8,2,5050,5050,Infinity
K9,3,5050,5050,Infinity
D8,2,5050,5050,Infinity
K10,3,50,5050,Infinity
D8,2,5050,5050,Infinity
L5,3,50,5050,Infinity
D8,2,5050,5050,Infinity
L7,3,10055,5050,Infinity
D8,2,10055,10055,Infinity
L8,3,55,10055,Infinity
D8,2,10055,10055,Infinity
L9,3,50,10055,Infinity
D8,2,10055,10055,Infinity
M5,3,50,10055,Infinity
D8,2,10055,10055,Infinity
M6,3,50,10055,Infinity
D8,2,10055,10055,Infinity
M7,3,50,10055,Infinity
D8,2,10055,10055,Infinity
H6,1,10055,-49505,10055
D9,2,-Infinity,-49505,10055
C8,3,50,-49505,10055
D9,2,50,50,10055
C9,3,50,50,10055
D9,2,50,50,10055
C10,3,50,50,10055
D9,2,50,50,10055
D8,3,55,50,10055
D9,2,55,55,10055
D10,3,55,55,10055
D9,2,55,55,10055
E8,3,55,55,10055
D9,2,55,55,10055
E10,3,55,55,10055
D9,2,55,55,10055
F7,3,550,55,10055
D9,2,550,550,10055
F8,3,55,550,10055
D9,2,550,550,10055
F10,3,61,550,10055
D9,2,550,550,10055
F11,3,56,550,10055
D9,2,550,550,10055
F12,3,55,550,10055
D9,2,550,550,10055
F13,3,51,550,10055
D9,2,550,550,10055
G5,3,5050,550,10055
D9,2,5050,5050,10055
G6,3,51,5050,10055
D9,2,5050,5050,10055
G7,3,105,5050,10055
D9,2,5050,5050,10055
G13,3,51,5050,10055
D9,2,5050,5050,10055
H5,3,55,5050,10055
D9,2,5050,5050,10055
H7,3,66,5050,10055
D9,2,5050,5050,10055
H12,3,55,5050,10055
D9,2,5050,5050,10055
H13,3,55,5050,10055
D9,2,5050,5050,10055
I5,3,55,5050,10055
D9,2,5050,5050,10055
I11,3,51,5050,10055
D9,2,5050,5050,10055
I12,3,50,5050,10055
D9,2,5050,5050,10055
J5,3,50,5050,10055
D9,2,5050,5050,10055
J6,3,65,5050,10055
D9,2,5050,5050,10055
J7,3,102,5050,10055
D9,2,5050,5050,10055
J10,3,100,5050,10055
D9,2,5050,5050,10055
J11,3,550,5050,10055
D9,2,5050,5050,10055
K5,3,50,5050,10055
D9,2,5050,5050,10055
K6,3,51,5050,10055
D9,2,5050,5050,10055
K9,3,5050,5050,10055
D9,2,5050,5050,10055
K10,3,50,5050,10055
D9,2,5050,5050,10055
L5,3,50,5050,10055
D9,2,5050,5050,10055
L7,3,10055,5050,10055
D9,2,10055,5050,10055
H6,1,10055,-49505,10055
D10,2,-Infinity,-49505,10055
C9,3,50,-49505,10055
D10,2,50,50,10055
C10,3,50,50,10055
D10,2,50,50,10055
C11,3,50,50,10055
D10,2,50,50,10055
D8,3,55,50,10055
D10,2,55,55,10055
D9,3,51,55,10055
D10,2,55,55,10055
D11,3,50,55,10055
D10,2,55,55,10055
E8,3,55,55,10055
D10,2,55,55,10055
E10,3,55,55,10055
D10,2,55,55,10055
E11,3,50,55,10055
D10,2,55,55,10055
F7,3,550,55,10055
D10,2,550,550,10055
F8,3,51,550,10055
D10,2,550,550,10055
F10,3,61,550,10055
D10,2,550,550,10055
F11,3,56,550,10055
D10,2,550,550,10055
F12,3,55,550,10055
D10,2,550,550,10055
F13,3,51,550,10055
D10,2,550,550,10055
G5,3,5050,550,10055
D10,2,5050,5050,10055
G6,3,51,5050,10055
D10,2,5050,5050,10055
G7,3,105,5050,10055
D10,2,5050,5050,10055
G13,3,51,5050,10055
D10,2,5050,5050,10055
H5,3,55,5050,10055
D10,2,5050,5050,10055
H7,3,66,5050,10055
D10,2,5050,5050,10055
H12,3,55,5050,10055
D10,2,5050,5050,10055
H13,3,55,5050,10055
D10,2,5050,5050,10055
I5,3,55,5050,10055
D10,2,5050,5050,10055
I11,3,51,5050,10055
D10,2,5050,5050,10055
I12,3,50,5050,10055
D10,2,5050,5050,10055
J5,3,50,5050,10055
D10,2,5050,5050,10055
J6,3,65,5050,10055
D10,2,5050,5050,10055
J7,3,102,5050,10055
D10,2,5050,5050,10055
J10,3,100,5050,10055
D10,2,5050,5050,10055
J11,3,550,5050,10055
D10,2,5050,5050,10055
K5,3,50,5050,10055
D10,2,5050,5050,10055
K6,3,51,5050,10055
D10,2,5050,5050,10055
K9,3,5050,5050,10055
D10,2,5050,5050,10055
K10,3,50,5050,10055
D10,2,5050,5050,10055
L5,3,50,5050,10055
D10,2,5050,5050,10055
L7,3,10055,5050,10055
D10,2,10055,5050,10055
H6,1,10055,-49505,10055
E8,2,-Infinity,-49505,10055
D7,3,49,-49505,10055
E8,2,49,49,10055
D8,3,54,49,10055
E8,2,54,54,10055
D9,3,50,54,10055
E8,2,54,54,10055
D10,3,54,54,10055
E8,2,54,54,10055
E7,3,49,54,10055
E8,2,54,54,10055
E10,3,50,54,10055
E8,2,54,54,10055
F7,3,549,54,10055
E8,2,549,549,10055
F8,3,54,549,10055
E8,2,549,549,10055
F10,3,60,549,10055
E8,2,549,549,10055
F11,3,55,549,10055
E8,2,549,549,10055
F12,3,54,549,10055
E8,2,549,549,10055
F13,3,50,549,10055
E8,2,549,549,10055
G5,3,5049,549,10055
E8,2,5049,5049,10055
G6,3,50,5049,10055
E8,2,5049,5049,10055
G7,3,104,5049,10055
E8,2,5049,5049,10055
G13,3,50,5049,10055
E8,2,5049,5049,10055
H5,3,54,5049,10055
E8,2,5049,5049,10055
H7,3,65,5049,10055
E8,2,5049,5049,10055
H12,3,54,5049,10055
E8,2,5049,5049,10055
H13,3,54,5049,10055
E8,2,5049,5049,10055
I5,3,54,5049,10055
E8,2,5049,5049,10055
I11,3,50,5049,10055
E8,2,5049,5049,10055
I12,3,49,5049,10055
E8,2,5049,5049,10055
J5,3,49,5049,10055
E8,2,5049,5049,10055
J6,3,64,5049,10055
E8,2,5049,5049,10055
J7,3,101,5049,10055
E8,2,5049,5049,10055
J10,3,99,5049,10055
E8,2,5049,5049,10055
J11,3,549,5049,10055
E8,2,5049,5049,10055
K5,3,49,5049,10055
E8,2,5049,5049,10055
K6,3,50,5049,10055
E8,2,5049,5049,10055
K9,3,5049,5049,10055
E8,2,5049,5049,10055
K10,3,49,5049,10055
E8,2,5049,5049,10055
L5,3,49,5049,10055
E8,2,5049,5049,10055
L7,3,10054,5049,10055
E8,2,10054,10054,10055
L8,3,54,10054,10055
E8,2,10054,10054,10055
L9,3,49,10054,10055
E8,2,10054,10054,10055
M5,3,49,10054,10055
E8,2,10054,10054,10055
M6,3,49,10054,10055
E8,2,10054,10054,10055
M7,3,49,10054,10055
E8,2,10054,10054,10055
H6,1,10054,-49505,10054
E10,2,-Infinity,-49505,10054
D8,3,5,-49505,10054
E10,2,5,5,10054
D9,3,1,5,10054
E10,2,5,5,10054
D10,3,5,5,10054
E10,2,5,5,10054
D11,3,500,5,10054
E10,2,500,500,10054
E8,3,1,500,10054
E10,2,500,500,10054
E11,3,0,500,10054
E10,2,500,500,10054
F7,3,500,500,10054
E10,2,500,500,10054
F8,3,5,500,10054
E10,2,500,500,10054
F10,3,1,500,10054
E10,2,500,500,10054
F11,3,2,500,10054
E10,2,500,500,10054
F12,3,5,500,10054
E10,2,500,500,10054
F13,3,1,500,10054
E10,2,500,500,10054
G5,3,5000,500,10054
E10,2,5000,5000,10054
G6,3,1,5000,10054
E10,2,5000,5000,10054
G7,3,55,5000,10054
E10,2,5000,5000,10054
G13,3,1,5000,10054
E10,2,5000,5000,10054
H5,3,5,5000,10054
E10,2,5000,5000,10054
H7,3,516,5000,10054
E10,2,5000,5000,10054
H12,3,5,5000,10054
E10,2,5000,5000,10054
H13,3,5,5000,10054
E10,2,5000,5000,10054
I5,3,5,5000,10054
E10,2,5000,5000,10054
I11,3,1,5000,10054
E10,2,5000,5000,10054
I12,3,0,5000,10054
E10,2,5000,5000,10054
J5,3,0,5000,10054
E10,2,5000,5000,10054
J6,3,15,5000,10054
E10,2,5000,5000,10054
J7,3,52,5000,10054
E10,2,5000,5000,10054
J10,3,50,5000,10054
E10,2,5000,5000,10054
J11,3,500,5000,10054
E10,2,5000,5000,10054
K5,3,0,5000,10054
E10,2,5000,5000,10054
K6,3,1,5000,10054
E10,2,5000,5000,10054
K9,3,5000,5000,10054
E10,2,5000,5000,10054
K10,3,0,5000,10054
E10,2,5000,5000,10054
L5,3,0,5000,10054
E10,2,5000,5000,10054
L7,3,10005,5000,10054
E10,2,10005,10005,10054
L8,3,5,10005,10054
E10,2,10005,10005,10054
L9,3,0,10005,10054
E10,2,10005,10005,10054
M5,3,0,10005,10054
E10,2,10005,10005,10054
M6,3,0,10005,10054
E10,2,10005,10005,10054
M7,3,0,10005,10054
E10,2,10005,10005,10054
H6,1,10005,-49505,10005
F7,2,-Infinity,-49505,10005
D8,3,-4945,-49505,10005
F7,2,-4945,-4945,10005
D9,3,-4949,-4945,10005
F7,2,-4945,-4945,10005
D10,3,-4945,-4945,10005
F7,2,-4945,-4945,10005
E6,3,-4950,-4945,10005
F7,2,-4945,-4945,10005
E7,3,-4950,-4945,10005
F7,2,-4945,-4945,10005
E8,3,-4945,-4945,10005
F7,2,-4945,-4945,10005
E10,3,-4945,-4945,10005
F7,2,-4945,-4945,10005
F6,3,-4950,-4945,10005
F7,2,-4945,-4945,10005
F8,3,-4945,-4945,10005
F7,2,-4945,-4945,10005
F10,3,-4939,-4945,10005
F7,2,-4939,-4939,10005
F11,3,-4944,-4939,10005
F7,2,-4939,-4939,10005
F12,3,-4945,-4939,10005
F7,2,-4939,-4939,10005
F13,3,-4949,-4939,10005
F7,2,-4939,-4939,10005
G5,3,50,-4939,10005
F7,2,50,50,10005
G6,3,-4949,50,10005
F7,2,50,50,10005
G7,3,-4895,50,10005
F7,2,50,50,10005
G13,3,-4949,50,10005
F7,2,50,50,10005
H5,3,-4945,50,10005
F7,2,50,50,10005
H7,3,-4934,50,10005
F7,2,50,50,10005
H12,3,-4945,50,10005
F7,2,50,50,10005
H13,3,-4945,50,10005
F7,2,50,50,10005
I5,3,-4945,50,10005
F7,2,50,50,10005
I11,3,-4949,50,10005
F7,2,50,50,10005
I12,3,-4950,50,10005
F7,2,50,50,10005
J5,3,-4950,50,10005
F7,2,50,50,10005
J6,3,-4935,50,10005
F7,2,50,50,10005
J7,3,-4898,50,10005
F7,2,50,50,10005
J10,3,-4900,50,10005
F7,2,50,50,10005
J11,3,-4950,50,10005
F7,2,50,50,10005
K5,3,-4950,50,10005
F7,2,50,50,10005
K6,3,-4949,50,10005
F7,2,50,50,10005
K9,3,50,50,10005
F7,2,50,50,10005
K10,3,-4950,50,10005
F7,2,50,50,10005
L5,3,-4950,50,10005
F7,2,50,50,10005
L7,3,5055,50,10005
F7,2,5055,5055,10005
L8,3,-4945,5055,10005
F7,2,5055,5055,10005
L9,3,-4950,5055,10005
F7,2,5055,5055,10005
M5,3,-4950,5055,10005
F7,2,5055,5055,10005
M6,3,-4950,5055,10005
F7,2,5055,5055,10005
M7,3,-4950,5055,10005
F7,2,5055,5055,10005
H6,1,5055,-49505,5055
F8,2,-Infinity,-49505,5055
D8,3,48,-49505,5055
F8,2,48,48,5055
D9,3,44,48,5055
F8,2,48,48,5055
D10,3,44,48,5055
F8,2,48,48,5055
E7,3,43,48,5055
F8,2,48,48,5055
E8,3,48,48,5055
F8,2,48,48,5055
E10,3,48,48,5055
F8,2,48,48,5055
F7,3,543,48,5055
F8,2,543,543,5055
F10,3,54,543,5055
F8,2,543,543,5055
F11,3,49,543,5055
F8,2,543,543,5055
F12,3,48,543,5055
F8,2,543,543,5055
F13,3,44,543,5055
F8,2,543,543,5055
G5,3,5043,543,5055
F8,2,5043,5043,5055
G6,3,44,5043,5055
F8,2,5043,5043,5055
G7,3,94,5043,5055
F8,2,5043,5043,5055
G13,3,44,5043,5055
F8,2,5043,5043,5055
H5,3,48,5043,5055
F8,2,5043,5043,5055
H7,3,59,5043,5055
F8,2,5043,5043,5055
H12,3,48,5043,5055
F8,2,5043,5043,5055
H13,3,48,5043,5055
F8,2,5043,5043,5055
I5,3,48,5043,5055
F8,2,5043,5043,5055
I11,3,44,5043,5055
F8,2,5043,5043,5055
I12,3,43,5043,5055
F8,2,5043,5043,5055
J5,3,43,5043,5055
F8,2,5043,5043,5055
J6,3,58,5043,5055
F8,2,5043,5043,5055
J7,3,95,5043,5055
F8,2,5043,5043,5055
J10,3,93,5043,5055
F8,2,5043,5043,5055
J11,3,543,5043,5055
F8,2,5043,5043,5055
K5,3,43,5043,5055
F8,2,5043,5043,5055
K6,3,44,5043,5055
F8,2,5043,5043,5055
K9,3,5043,5043,5055
F8,2,5043,5043,5055
K10,3,43,5043,5055
F8,2,5043,5043,5055
L5,3,43,5043,5055
F8,2,5043,5043,5055
L7,3,10048,5043,5055
F8,2,10048,5043,5055
H6,1,5055,-49505,5055
F10,2,-Infinity,-49505,5055
D8,3,44,-49505,5055
F10,2,44,44,5055
D9,3,44,44,5055
F10,2,44,44,5055
D10,3,48,44,5055
F10,2,48,48,5055
E8,3,48,48,5055
F10,2,48,48,5055
E10,3,48,48,5055
F10,2,48,48,5055
E11,3,43,48,5055
F10,2,48,48,5055
F7,3,543,48,5055
F10,2,543,543,5055
F8,3,48,543,5055
F10,2,543,543,5055
F11,3,49,543,5055
F10,2,543,543,5055
F12,3,48,543,5055
F10,2,543,543,5055
F13,3,44,543,5055
F10,2,543,543,5055
G5,3,5043,543,5055
F10,2,5043,5043,5055
G6,3,44,5043,5055
F10,2,5043,5043,5055
G7,3,98,5043,5055
F10,2,5043,5043,5055
G13,3,44,5043,5055
F10,2,5043,5043,5055
H5,3,48,5043,5055
F10,2,5043,5043,5055
H7,3,59,5043,5055
F10,2,5043,5043,5055
H12,3,48,5043,5055
F10,2,5043,5043,5055
H13,3,48,5043,5055
F10,2,5043,5043,5055
I5,3,48,5043,5055
F10,2,5043,5043,5055
I11,3,44,5043,5055
F10,2,5043,5043,5055
I12,3,43,5043,5055
F10,2,5043,5043,5055
J5,3,43,5043,5055
F10,2,5043,5043,5055
J6,3,58,5043,5055
F10,2,5043,5043,5055
J7,3,95,5043,5055
F10,2,5043,5043,5055
J10,3,93,5043,5055
F10,2,5043,5043,5055
J11,3,543,5043,5055
F10,2,5043,5043,5055
K5,3,43,5043,5055
F10,2,5043,5043,5055
K6,3,44,5043,5055
F10,2,5043,5043,5055
K9,3,5043,5043,5055
F10,2,5043,5043,5055
K10,3,43,5043,5055
F10,2,5043,5043,5055
L5,3,43,5043,5055
F10,2,5043,5043,5055
L7,3,10048,5043,5055
F10,2,10048,5043,5055
H6,1,5055,-49505,5055
F11,2,-Infinity,-49505,5055
D8,3,5,-49505,5055
F11,2,5,5,5055
D9,3,1,5,5055
F11,2,5,5,5055
D10,3,5,5,5055
F11,2,5,5,5055
E8,3,5,5,5055
F11,2,5,5,5055
E10,3,5,5,5055
F11,2,5,5,5055
E11,3,500,5,5055
F11,2,500,500,5055
E12,3,0,500,5055
F11,2,500,500,5055
F7,3,500,500,5055
F11,2,500,500,5055
F8,3,5,500,5055
F11,2,500,500,5055
F10,3,11,500,5055
F11,2,500,500,5055
F12,3,5,500,5055
F11,2,500,500,5055
F13,3,1,500,5055
F11,2,500,500,5055
G5,3,5000,500,5055
F11,2,5000,5000,5055
G6,3,1,5000,5055
F11,2,5000,5000,5055
G7,3,55,5000,5055
F11,2,5000,5000,5055
G13,3,1,5000,5055
F11,2,5000,5000,5055
H5,3,5,5000,5055
F11,2,5000,5000,5055
H7,3,16,5000,5055
F11,2,5000,5000,5055
H12,3,5,5000,5055
F11,2,5000,5000,5055
H13,3,1,5000,5055
F11,2,5000,5000,5055
I5,3,5,5000,5055
F11,2,5000,5000,5055
I11,3,501,5000,5055
F11,2,5000,5000,5055
I12,3,0,5000,5055
F11,2,5000,5000,5055
J5,3,0,5000,5055
F11,2,5000,5000,5055
J6,3,15,5000,5055
F11,2,5000,5000,5055
J7,3,52,5000,5055
F11,2,5000,5000,5055
J10,3,50,5000,5055
F11,2,5000,5000,5055
J11,3,500,5000,5055
F11,2,5000,5000,5055
K5,3,0,5000,5055
F11,2,5000,5000,5055
K6,3,1,5000,5055
F11,2,5000,5000,5055
K9,3,5000,5000,5055
F11,2,5000,5000,5055
K10,3,0,5000,5055
F11,2,5000,5000,5055
L5,3,0,5000,5055
F11,2,5000,5000,5055
L7,3,10005,5000,5055
F11,2,10005,5000,5055
H6,1,5055,-49505,5055
F12,2,-Infinity,-49505,5055
D8,3,54,-49505,5055
F12,2,54,54,5055
D9,3,50,54,5055
F12,2,54,54,5055
D10,3,54,54,5055
F12,2,54,54,5055
E8,3,54,54,5055
F12,2,54,54,5055
E10,3,54,54,5055
F12,2,54,54,5055
E11,3,49,54,5055
F12,2,54,54,5055
E12,3,49,54,5055
F12,2,54,54,5055
E13,3,49,54,5055
F12,2,54,54,5055
F7,3,549,54,5055
F12,2,549,549,5055
F8,3,54,549,5055
F12,2,549,549,5055
F10,3,60,549,5055
F12,2,549,549,5055
F11,3,55,549,5055
F12,2,549,549,5055
F13,3,50,549,5055
F12,2,549,549,5055
G5,3,5049,549,5055
F12,2,5049,5049,5055
G6,3,50,5049,5055
F12,2,5049,5049,5055
G7,3,104,5049,5055
F12,2,5049,5049,5055
G13,3,50,5049,5055
F12,2,5049,5049,5055
H5,3,54,5049,5055
F12,2,5049,5049,5055
H7,3,65,5049,5055
F12,2,5049,5049,5055
H12,3,50,5049,5055
F12,2,5049,5049,5055
H13,3,54,5049,5055
F12,2,5049,5049,5055
I5,3,54,5049,5055
F12,2,5049,5049,5055
I11,3,50,5049,5055
F12,2,5049,5049,5055
I12,3,49,5049,5055
F12,2,5049,5049,5055
J5,3,49,5049,5055
F12,2,5049,5049,5055
J6,3,64,5049,5055
F12,2,5049,5049,5055
J7,3,101,5049,5055
F12,2,5049,5049,5055
J10,3,99,5049,5055
F12,2,5049,5049,5055
J11,3,549,5049,5055
F12,2,5049,5049,5055
K5,3,49,5049,5055
F12,2,5049,5049,5055
K6,3,50,5049,5055
F12,2,5049,5049,5055
K9,3,5049,5049,5055
F12,2,5049,5049,5055
K10,3,49,5049,5055
F12,2,5049,5049,5055
L5,3,49,5049,5055
F12,2,5049,5049,5055
L7,3,10054,5049,5055
F12,2,10054,5049,5055
H6,1,5055,-49505,5055
F13,2,-Infinity,-49505,5055
D8,3,55,-49505,5055
F13,2,55,55,5055
D9,3,51,55,5055
F13,2,55,55,5055
D10,3,55,55,5055
F13,2,55,55,5055
E8,3,55,55,5055
F13,2,55,55,5055
E10,3,55,55,5055
F13,2,55,55,5055
E12,3,50,55,5055
F13,2,55,55,5055
E13,3,50,55,5055
F13,2,55,55,5055
E14,3,50,55,5055
F13,2,55,55,5055
F7,3,550,55,5055
F13,2,550,550,5055
F8,3,55,550,5055
F13,2,550,550,5055
F10,3,61,550,5055
F13,2,550,550,5055
F11,3,56,550,5055
F13,2,550,550,5055
F12,3,55,550,5055
F13,2,550,550,5055
F14,3,50,550,5055
F13,2,550,550,5055
G5,3,5050,550,5055
F13,2,5050,5050,5055
G6,3,51,5050,5055
F13,2,5050,5050,5055
G7,3,105,5050,5055
F13,2,5050,5050,5055
G13,3,51,5050,5055
F13,2,5050,5050,5055
G14,3,50,5050,5055
F13,2,5050,5050,5055
H5,3,55,5050,5055
F13,2,5050,5050,5055
H7,3,66,5050,5055
F13,2,5050,5050,5055
H12,3,55,5050,5055
F13,2,5050,5050,5055
H13,3,55,5050,5055
F13,2,5050,5050,5055
I5,3,55,5050,5055
F13,2,5050,5050,5055
I11,3,51,5050,5055
F13,2,5050,5050,5055
I12,3,50,5050,5055
F13,2,5050,5050,5055
J5,3,50,5050,5055
F13,2,5050,5050,5055
J6,3,65,5050,5055
F13,2,5050,5050,5055
J7,3,102,5050,5055
F13,2,5050,5050,5055
J10,3,100,5050,5055
F13,2,5050,5050,5055
J11,3,550,5050,5055
F13,2,5050,5050,5055
K5,3,50,5050,5055
F13,2,5050,5050,5055
K6,3,51,5050,5055
F13,2,5050,5050,5055
K9,3,5050,5050,5055
F13,2,5050,5050,5055
K10,3,50,5050,5055
F13,2,5050,5050,5055
L5,3,50,5050,5055
F13,2,5050,5050,5055
L7,3,10055,5050,5055
F13,2,10055,5050,5055
H6,1,5055,-49505,5055
G5,2,-Infinity,-49505,5055
D8,3,-445,-49505,5055
G5,2,-445,-445,5055
D9,3,-449,-445,5055
G5,2,-445,-445,5055
D10,3,-445,-445,5055
G5,2,-445,-445,5055
E8,3,-445,-445,5055
G5,2,-445,-445,5055
E10,3,-445,-445,5055
G5,2,-445,-445,5055
F4,3,-450,-445,5055
G5,2,-445,-445,5055
F5,3,-450,-445,5055
G5,2,-445,-445,5055
F6,3,-450,-445,5055
G5,2,-445,-445,5055
F7,3,50,-445,5055
G5,2,50,50,5055
F8,3,-445,50,5055
G5,2,50,50,5055
F10,3,-439,50,5055
G5,2,50,50,5055
F11,3,-444,50,5055
G5,2,50,50,5055
F12,3,-445,50,5055
G5,2,50,50,5055
F13,3,-449,50,5055
G5,2,50,50,5055
G4,3,-450,50,5055
G5,2,50,50,5055
G6,3,-449,50,5055
G5,2,50,50,5055
G7,3,-395,50,5055
G5,2,50,50,5055
G13,3,-449,50,5055
G5,2,50,50,5055
H4,3,-450,50,5055
G5,2,50,50,5055
H5,3,-445,50,5055
G5,2,50,50,5055
H7,3,-434,50,5055
G5,2,50,50,5055
H12,3,-445,50,5055
G5,2,50,50,5055
H13,3,-445,50,5055
G5,2,50,50,5055
I5,3,-445,50,5055
G5,2,50,50,5055
I11,3,-449,50,5055
G5,2,50,50,5055
I12,3,-450,50,5055
G5,2,50,50,5055
J5,3,-450,50,5055
G5,2,50,50,5055
J6,3,-435,50,5055
G5,2,50,50,5055
J7,3,-398,50,5055
G5,2,50,50,5055
J10,3,-400,50,5055
G5,2,50,50,5055
J11,3,50,50,5055
G5,2,50,50,5055
K5,3,-450,50,5055
G5,2,50,50,5055
K6,3,-449,50,5055
G5,2,50,50,5055
K9,3,550,50,5055
G5,2,550,550,5055
K10,3,-450,550,5055
G5,2,550,550,5055
L5,3,-450,550,5055
G5,2,550,550,5055
L7,3,9555,550,5055
G5,2,9555,550,5055
H6,1,5055,-49505,5055
G6,2,-Infinity,-49505,5055
D8,3,55,-49505,5055
G6,2,55,55,5055
D9,3,51,55,5055
G6,2,55,55,5055
D10,3,55,55,5055
G6,2,55,55,5055
