Move,Depth,Value
K5,3,5
H13,2,505
K6,3,6
H13,2,505
K9,3,55
H13,2,505
K10,3,5
H13,2,505
L5,3,5
H13,2,505
L7,3,10010
H13,2,10010
L8,3,10
H13,2,10010
L9,3,5
H13,2,10010
M5,3,5
H13,2,10010
M6,3,5
H13,2,10010
M7,3,5
H13,2,10010
D8,1,5010
I5,2,-Infinity
C7,3,54
I5,2,54
C8,3,9
I5,2,54
C9,3,9
I5,2,54
D7,3,9
I5,2,54
D9,3,10
I5,2,54
D10,3,9
I5,2,54
E7,3,9
I5,2,54
E8,3,14
I5,2,54
E10,3,9
I5,2,54
F7,3,504
I5,2,504
F8,3,9
I5,2,504
F10,3,24
I5,2,504
F11,3,10
I5,2,504
F12,3,9
I5,2,504
F13,3,5
I5,2,504
G7,3,54
I5,2,504
G13,3,5
I5,2,504
H4,3,4
I5,2,504
H5,3,4
I5,2,504
H6,3,54
I5,2,504
H7,3,11
I5,2,504
H12,3,9
I5,2,504
H13,3,9
I5,2,504
I4,3,4
I5,2,504
I11,3,5
I5,2,504
I12,3,4
I5,2,504
J4,3,4
I5,2,504
J5,3,4
I5,2,504
J6,3,15
I5,2,504
J7,3,56
I5,2,504
J10,3,54
I5,2,504
J11,3,504
I5,2,504
K5,3,4
I5,2,504
K6,3,5
I5,2,504
K9,3,54
I5,2,504
K10,3,4
I5,2,504
L5,3,4
I5,2,504
L7,3,10009
I5,2,10009
L8,3,9
I5,2,10009
L9,3,4
I5,2,10009
M5,3,4
I5,2,10009
M6,3,4
I5,2,10009
M7,3,4
I5,2,10009
D8,1,5010
I11,2,-Infinity
C7,3,4
I11,2,4
C8,3,-41
I11,2,4
C9,3,-41
I11,2,4
D7,3,-41
I11,2,4
D9,3,-40
I11,2,4
D10,3,-41
I11,2,4
E7,3,-41
I11,2,4
E8,3,-36
I11,2,4
E10,3,-41
I11,2,4
F7,3,454
I11,2,454
F8,3,-41
I11,2,454
F10,3,-26
I11,2,454
F11,3,460
I11,2,460
F12,3,-41
I11,2,460
F13,3,-45
I11,2,460
G7,3,4
I11,2,460
G13,3,-45
I11,2,460
H5,3,-46
I11,2,460
H6,3,4
I11,2,460
H7,3,-39
I11,2,460
H12,3,-41
I11,2,460
H13,3,-41
I11,2,460
I5,3,-46
I11,2,460
I12,3,-46
I11,2,460
J5,3,-46
I11,2,460
J6,3,-31
I11,2,460
J7,3,6
I11,2,460
J10,3,4
I11,2,460
J11,3,954
I11,2,954
J12,3,-46
I11,2,954
K5,3,-46
I11,2,954
K6,3,-45
I11,2,954
K9,3,4
I11,2,954
K10,3,-46
I11,2,954
L5,3,-46
I11,2,954
L7,3,9959
I11,2,9959
L8,3,-41
I11,2,9959
L9,3,-46
I11,2,9959
M5,3,-46
I11,2,9959
M6,3,-46
I11,2,9959
M7,3,-46
I11,2,9959
D8,1,5010
I12,2,-Infinity
C7,3,54
I12,2,54
C8,3,9
I12,2,54
C9,3,9
I12,2,54
D7,3,9
I12,2,54
D9,3,10
I12,2,54
D10,3,9
I12,2,54
E7,3,9
I12,2,54
E8,3,14
I12,2,54
E10,3,9
I12,2,54
F7,3,504
I12,2,504
F8,3,9
I12,2,504
F10,3,24
I12,2,504
F11,3,10
I12,2,504
F12,3,9
I12,2,504
F13,3,5
I12,2,504
G7,3,54
I12,2,504
G13,3,5
I12,2,504
H5,3,4
I12,2,504
H6,3,54
I12,2,504
H7,3,11
I12,2,504
H12,3,5
I12,2,504
H13,3,9
I12,2,504
I5,3,4
I12,2,504
I11,3,5
I12,2,504
I13,3,4
I12,2,504
J5,3,4
I12,2,504
J6,3,19
I12,2,504
J7,3,56
I12,2,504
J10,3,54
I12,2,504
J11,3,504
I12,2,504
J12,3,4
I12,2,504
J13,3,4
I12,2,504
K5,3,4
I12,2,504
K6,3,5
I12,2,504
K9,3,54
I12,2,504
K10,3,4
I12,2,504
L5,3,4
I12,2,504
L7,3,10009
I12,2,10009
L8,3,9
I12,2,10009
L9,3,4
I12,2,10009
M5,3,4
I12,2,10009
M6,3,4
I12,2,10009
M7,3,4
I12,2,10009
D8,1,5010
J5,2,-Infinity
C7,3,50
J5,2,50
C8,3,5
J5,2,50
C9,3,5
J5,2,50
D7,3,5
J5,2,50
D9,3,6
J5,2,50
D10,3,5
J5,2,50
E7,3,5
J5,2,50
E8,3,10
J5,2,50
E10,3,5
J5,2,50
F7,3,500
J5,2,500
F8,3,5
J5,2,500
F10,3,20
J5,2,500
F11,3,6
J5,2,500
F12,3,5
J5,2,500
F13,3,1
J5,2,500
G7,3,50
J5,2,500
G13,3,1
J5,2,500
H5,3,0
J5,2,500
H6,3,50
J5,2,500
H7,3,7
J5,2,500
H12,3,5
J5,2,500
H13,3,5
J5,2,500
I4,3,0
J5,2,500
I5,3,0
J5,2,500
I11,3,1
J5,2,500
I12,3,0
J5,2,500
J4,3,0
J5,2,500
J6,3,15
J5,2,500
J7,3,52
J5,2,500
J10,3,50
J5,2,500
J11,3,500
J5,2,500
K4,3,0
J5,2,500
K5,3,0
J5,2,500
K6,3,1
J5,2,500
K9,3,50
J5,2,500
K10,3,0
J5,2,500
L5,3,0
J5,2,500
L7,3,10005
J5,2,10005
L8,3,5
J5,2,10005
L9,3,0
J5,2,10005
M5,3,0
J5,2,10005
M6,3,0
J5,2,10005
M7,3,0
J5,2,10005
D8,1,5010
J6,2,-Infinity
C7,3,50
J6,2,50
C8,3,5
J6,2,50
C9,3,5
J6,2,50
D7,3,5
J6,2,50
D9,3,6
J6,2,50
D10,3,5
J6,2,50
E7,3,5
J6,2,50
E8,3,10
J6,2,50
E10,3,5
J6,2,50
F7,3,500
J6,2,500
F8,3,5
J6,2,500
F10,3,20
J6,2,500
F11,3,6
J6,2,500
F12,3,5
J6,2,500
F13,3,1
J6,2,500
G7,3,50
J6,2,500
G13,3,1
J6,2,500
H5,3,0
J6,2,500
H6,3,50
J6,2,500
H7,3,7
J6,2,500
H12,3,5
J6,2,500
H13,3,5
J6,2,500
I5,3,0
J6,2,500
I11,3,1
J6,2,500
I12,3,0
J6,2,500
J5,3,0
J6,2,500
J7,3,51
J6,2,500
J10,3,50
J6,2,500
J11,3,500
J6,2,500
K5,3,0
J6,2,500
K6,3,1
J6,2,500
K9,3,50
J6,2,500
K10,3,0
J6,2,500
L5,3,0
J6,2,500
L7,3,10005
J6,2,10005
L8,3,1
J6,2,10005
L9,3,0
J6,2,10005
M5,3,0
J6,2,10005
M6,3,0
J6,2,10005
M7,3,0
J6,2,10005
D8,1,5010
J7,2,-Infinity
C7,3,5
J7,2,5
C8,3,-40
J7,2,5
C9,3,-40
J7,2,5
D7,3,-40
J7,2,5
D9,3,-39
J7,2,5
D10,3,-40
J7,2,5
E7,3,-40
J7,2,5
E8,3,-35
J7,2,5
E10,3,-40
J7,2,5
F7,3,455
J7,2,455
F8,3,-40
J7,2,455
F10,3,-25
J7,2,455
F11,3,-39
J7,2,455
F12,3,-40
J7,2,455
F13,3,-44
J7,2,455
G7,3,5
J7,2,455
G13,3,-44
J7,2,455
H5,3,455
J7,2,455
H6,3,5
J7,2,455
H7,3,-42
J7,2,455
H12,3,-40
J7,2,455
H13,3,-40
J7,2,455
I5,3,-45
J7,2,455
I11,3,-44
J7,2,455
I12,3,-45
J7,2,455
J5,3,-45
J7,2,455
J6,3,-30
J7,2,455
J10,3,5
J7,2,455
J11,3,455
J7,2,455
K5,3,-45
J7,2,455
K6,3,-44
J7,2,455
K9,3,5
J7,2,455
K10,3,-45
J7,2,455
L5,3,-45
J7,2,455
L7,3,9956
J7,2,9956
L8,3,-40
J7,2,9956
L9,3,455
J7,2,9956
M5,3,-45
J7,2,9956
M6,3,-45
J7,2,9956
M7,3,-45
J7,2,9956
D8,1,5010
J10,2,-Infinity
C7,3,53
J10,2,53
C8,3,8
J10,2,53
C9,3,8
J10,2,53
D7,3,8
J10,2,53
D9,3,9
J10,2,53
D10,3,8
J10,2,53
E7,3,8
J10,2,53
E8,3,13
J10,2,53
E10,3,8
J10,2,53
F7,3,503
J10,2,503
F8,3,8
J10,2,503
F10,3,23
J10,2,503
F11,3,9
J10,2,503
F12,3,8
J10,2,503
F13,3,4
J10,2,503
G7,3,13
J10,2,503
G13,3,4
J10,2,503
H5,3,3
J10,2,503
H6,3,53
J10,2,503
H7,3,10
J10,2,503
H12,3,8
J10,2,503
H13,3,8
J10,2,503
I5,3,3
J10,2,503
I11,3,4
J10,2,503
I12,3,3
J10,2,503
J5,3,3
J10,2,503
J6,3,18
J10,2,503
J7,3,55
J10,2,503
J11,3,503
J10,2,503
K5,3,3
J10,2,503
K6,3,4
J10,2,503
K9,3,53
J10,2,503
K10,3,3
J10,2,503
K11,3,3
J10,2,503
L5,3,3
J10,2,503
L7,3,10008
J10,2,10008
L8,3,8
J10,2,10008
L9,3,3
J10,2,10008
M5,3,3
J10,2,10008
M6,3,3
J10,2,10008
M7,3,3
J10,2,10008
D8,1,5010
J11,2,-Infinity
C7,3,-4945
J11,2,-4945
C8,3,-4990
J11,2,-4945
C9,3,-4990
J11,2,-4945
D7,3,-4990
J11,2,-4945
D9,3,-4989
J11,2,-4945
D10,3,-4990
J11,2,-4945
E7,3,-4990
J11,2,-4945
E8,3,-4985
J11,2,-4945
E10,3,-4990
J11,2,-4945
F7,3,-4995
J11,2,-4945
F8,3,-4990
J11,2,-4945
F10,3,-4975
J11,2,-4945
F11,3,-4989
J11,2,-4945
F12,3,-4990
J11,2,-4945
F13,3,-4994
J11,2,-4945
G7,3,-4945
J11,2,-4945
G13,3,-4994
J11,2,-4945
H5,3,-4995
J11,2,-4945
H6,3,-4945
J11,2,-4945
H7,3,-4988
J11,2,-4945
H12,3,-4990
J11,2,-4945
H13,3,-4990
J11,2,-4945
I5,3,-4995
J11,2,-4945
I11,3,-4994
J11,2,-4945
I12,3,-4995
J11,2,-4945
J5,3,-4995
J11,2,-4945
J6,3,-4980
J11,2,-4945
J7,3,-4943
J11,2,-4943
J10,3,-4945
J11,2,-4943
J12,3,-4995
J11,2,-4943
K5,3,-4995
J11,2,-4943
K6,3,-4994
J11,2,-4943
K9,3,-4945
J11,2,-4943
K10,3,-4995
J11,2,-4943
K11,3,-4995
J11,2,-4943
K12,3,-4995
J11,2,-4943
L5,3,-4995
J11,2,-4943
L7,3,5010
J11,2,5010
L8,3,-4990
J11,2,5010
L9,3,-4995
J11,2,5010
M5,3,-4995
J11,2,5010
M6,3,-4995
J11,2,5010
M7,3,-4995
J11,2,5010
D8,1,5010
K5,2,-Infinity
C7,3,50
K5,2,50
C8,3,5
K5,2,50
C9,3,5
K5,2,50
D7,3,5
K5,2,50
D9,3,6
K5,2,50
D10,3,5
K5,2,50
E7,3,5
K5,2,50
E8,3,10
K5,2,50
E10,3,5
K5,2,50
F7,3,500
K5,2,500
F8,3,5
K5,2,500
F10,3,20
K5,2,500
F11,3,6
K5,2,500
F12,3,5
K5,2,500
F13,3,1
K5,2,500
G7,3,50
K5,2,500
G13,3,1
K5,2,500
H5,3,0
K5,2,500
H6,3,50
K5,2,500
H7,3,7
K5,2,500
H12,3,5
K5,2,500
H13,3,5
K5,2,500
I5,3,0
K5,2,500
I11,3,1
K5,2,500
I12,3,0
K5,2,500
J4,3,0
K5,2,500
J5,3,0
K5,2,500
J6,3,5
K5,2,500
J7,3,52
K5,2,500
J10,3,50
K5,2,500
J11,3,500
K5,2,500
K4,3,0
K5,2,500
K6,3,0
K5,2,500
K9,3,50
K5,2,500
K10,3,0
K5,2,500
L4,3,0
K5,2,500
L5,3,0
K5,2,500
L7,3,10005
K5,2,10005
L8,3,5
K5,2,10005
L9,3,0
K5,2,10005
M5,3,0
K5,2,10005
M6,3,0
K5,2,10005
M7,3,0
K5,2,10005
D8,1,5010
K6,2,-Infinity
C7,3,50
K6,2,50
C8,3,5
K6,2,50
C9,3,5
K6,2,50
D7,3,5
K6,2,50
D9,3,6
K6,2,50
D10,3,5
K6,2,50
E7,3,5
K6,2,50
E8,3,10
K6,2,50
E10,3,5
K6,2,50
F7,3,500
K6,2,500
F8,3,5
K6,2,500
F10,3,20
K6,2,500
F11,3,6
K6,2,500
F12,3,5
K6,2,500
F13,3,1
K6,2,500
G7,3,50
K6,2,500
G13,3,1
K6,2,500
H5,3,0
K6,2,500
H6,3,50
K6,2,500
H7,3,7
K6,2,500
H12,3,5
K6,2,500
H13,3,5
K6,2,500
I5,3,0
K6,2,500
I11,3,1
K6,2,500
I12,3,0
K6,2,500
J5,3,0
K6,2,500
J6,3,15
K6,2,500
J7,3,51
K6,2,500
J10,3,50
K6,2,500
J11,3,500
K6,2,500
K5,3,0
K6,2,500
K9,3,50
K6,2,500
K10,3,0
K6,2,500
L5,3,0
K6,2,500
L7,3,10005
K6,2,10005
L8,3,5
K6,2,10005
L9,3,0
K6,2,10005
M5,3,0
K6,2,10005
M6,3,0
K6,2,10005
M7,3,0
K6,2,10005
D8,1,5010
K9,2,-Infinity
C7,3,53
K9,2,53
C8,3,8
K9,2,53
C9,3,8
K9,2,53
D7,3,8
K9,2,53
D9,3,9
K9,2,53
D10,3,8
K9,2,53
E7,3,8
K9,2,53
E8,3,13
K9,2,53
E10,3,8
K9,2,53
F7,3,503
K9,2,503
F8,3,8
K9,2,503
F10,3,23
K9,2,503
F11,3,9
K9,2,503
F12,3,8
K9,2,503
F13,3,4
K9,2,503
G7,3,53
K9,2,503
G13,3,4
K9,2,503
H5,3,3
K9,2,503
H6,3,13
K9,2,503
H7,3,10
K9,2,503
H12,3,8
K9,2,503
H13,3,8
K9,2,503
I5,3,3
K9,2,503
I11,3,4
K9,2,503
I12,3,3
K9,2,503
J5,3,3
K9,2,503
J6,3,18
K9,2,503
J7,3,55
K9,2,503
J10,3,53
K9,2,503
J11,3,503
K9,2,503
K5,3,3
K9,2,503
K6,3,4
K9,2,503
K10,3,3
K9,2,503
L5,3,3
K9,2,503
L7,3,10008
K9,2,10008
L8,3,8
K9,2,10008
L9,3,3
K9,2,10008
L10,3,3
K9,2,10008
M5,3,3
K9,2,10008
M6,3,3
K9,2,10008
M7,3,3
K9,2,10008
D8,1,5010
K10,2,-Infinity
C7,3,54
K10,2,54
C8,3,9
K10,2,54
C9,3,9
K10,2,54
D7,3,9
K10,2,54
D9,3,10
K10,2,54
D10,3,9
K10,2,54
E7,3,9
K10,2,54
E8,3,14
K10,2,54
E10,3,9
K10,2,54
F7,3,504
K10,2,504
F8,3,9
K10,2,504
F10,3,24
K10,2,504
F11,3,10
K10,2,504
F12,3,9
K10,2,504
F13,3,5
K10,2,504
G7,3,54
K10,2,504
G13,3,5
K10,2,504
H5,3,4
K10,2,504
H6,3,54
K10,2,504
H7,3,11
K10,2,504
H12,3,9
K10,2,504
H13,3,9
K10,2,504
I5,3,4
K10,2,504
I11,3,5
K10,2,504
I12,3,4
K10,2,504
J5,3,4
K10,2,504
J6,3,19
K10,2,504
J7,3,56
K10,2,504
J10,3,54
K10,2,504
J11,3,504
K10,2,504
K5,3,4
K10,2,504
K6,3,5
K10,2,504
K9,3,54
K10,2,504
K11,3,4
K10,2,504
L5,3,4
K10,2,504
L7,3,10009
K10,2,10009
L8,3,9
K10,2,10009
L9,3,4
K10,2,10009
L10,3,4
K10,2,10009
L11,3,4
K10,2,10009
M5,3,4
K10,2,10009
M6,3,4
K10,2,10009
M7,3,4
K10,2,10009
D8,1,5010
L5,2,-Infinity
C7,3,50
L5,2,50
C8,3,5
L5,2,50
C9,3,5
L5,2,50
D7,3,5
L5,2,50
D9,3,6
L5,2,50
D10,3,5
L5,2,50
E7,3,5
L5,2,50
E8,3,10
L5,2,50
E10,3,5
L5,2,50
F7,3,500
L5,2,500
F8,3,5
L5,2,500
F10,3,20
L5,2,500
F11,3,6
L5,2,500
F12,3,5
L5,2,500
F13,3,1
L5,2,500
G7,3,50
L5,2,500
G13,3,1
L5,2,500
H5,3,0
L5,2,500
H6,3,50
L5,2,500
H7,3,7
L5,2,500
H12,3,5
L5,2,500
H13,3,5
L5,2,500
I5,3,0
L5,2,500
I11,3,1
L5,2,500
I12,3,0
L5,2,500
J5,3,0
L5,2,500
J6,3,15
L5,2,500
J7,3,52
L5,2,500
J10,3,50
L5,2,500
J11,3,500
L5,2,500
K4,3,0
L5,2,500
K5,3,0
L5,2,500
K6,3,1
L5,2,500
K9,3,50
L5,2,500
K10,3,0
L5,2,500
L4,3,0
L5,2,500
L7,3,10005
L5,2,10005
L8,3,5
L5,2,10005
L9,3,0
L5,2,10005
M4,3,0
L5,2,10005
M5,3,0
L5,2,10005
M6,3,0
L5,2,10005
M7,3,0
L5,2,10005
D8,1,5010
L7,2,-50000
D8,1,-50000
L8,2,-Infinity
C7,3,54
L8,2,54
C8,3,9
L8,2,54
C9,3,9
L8,2,54
D7,3,9
L8,2,54
D9,3,10
L8,2,54
D10,3,9
L8,2,54
E7,3,9
L8,2,54
E8,3,14
L8,2,54
E10,3,9
L8,2,54
F7,3,504
L8,2,504
F8,3,9
L8,2,504
F10,3,24
L8,2,504
F11,3,10
L8,2,504
F12,3,9
L8,2,504
F13,3,5
L8,2,504
G7,3,54
L8,2,504
G13,3,5
L8,2,504
H5,3,4
L8,2,504
H6,3,54
L8,2,504
H7,3,11
L8,2,504
H12,3,9
L8,2,504
H13,3,9
L8,2,504
I5,3,4
L8,2,504
I11,3,5
L8,2,504
I12,3,4
L8,2,504
J5,3,4
L8,2,504
J6,3,15
L8,2,504
J7,3,56
L8,2,504
J10,3,54
L8,2,504
J11,3,504
L8,2,504
K5,3,4
L8,2,504
K6,3,5
L8,2,504
K9,3,54
L8,2,504
K10,3,4
L8,2,504
L5,3,4
L8,2,504
L7,3,10009
L8,2,10009
L9,3,4
L8,2,10009
M5,3,4
L8,2,10009
M6,3,4
L8,2,10009
M7,3,4
L8,2,10009
M8,3,4
L8,2,10009
M9,3,4
L8,2,10009
D8,1,-50000
L9,2,-Infinity
C7,3,50
L9,2,50
C8,3,5
L9,2,50
C9,3,5
L9,2,50
D7,3,5
L9,2,50
D9,3,6
L9,2,50
D10,3,5
L9,2,50
E7,3,5
L9,2,50
E8,3,10
L9,2,50
E10,3,5
L9,2,50
F7,3,500
L9,2,500
F8,3,5
L9,2,500
F10,3,20
L9,2,500
F11,3,6
L9,2,500
F12,3,5
L9,2,500
F13,3,1
L9,2,500
G7,3,50
L9,2,500
G13,3,1
L9,2,500
H5,3,0
L9,2,500
H6,3,50
L9,2,500
H7,3,7
L9,2,500
H12,3,5
L9,2,500
H13,3,5
L9,2,500
I5,3,0
L9,2,500
I11,3,1
L9,2,500
I12,3,0
L9,2,500
J5,3,0
L9,2,500
J6,3,15
L9,2,500
J7,3,52
L9,2,500
J10,3,50
L9,2,500
J11,3,500
L9,2,500
K5,3,0
L9,2,500
K6,3,1
L9,2,500
K9,3,50
L9,2,500
K10,3,0
L9,2,500
L5,3,0
L9,2,500
L7,3,10005
L9,2,10005
L8,3,5
L9,2,10005
L10,3,0
L9,2,10005
M5,3,0
L9,2,10005
M6,3,0
L9,2,10005
M7,3,0
L9,2,10005
M8,3,0
L9,2,10005
M9,3,0
L9,2,10005
M10,3,0
L9,2,10005
D8,1,-50000
M5,2,-Infinity
C7,3,54
M5,2,54
C8,3,9
M5,2,54
C9,3,9
M5,2,54
D7,3,9
M5,2,54
D9,3,10
M5,2,54
D10,3,9
M5,2,54
E7,3,9
M5,2,54
E8,3,14
M5,2,54
E10,3,9
M5,2,54
F7,3,504
M5,2,504
F8,3,9
M5,2,504
F10,3,24
M5,2,504
F11,3,10
M5,2,504
F12,3,9
M5,2,504
F13,3,5
M5,2,504
G7,3,54
M5,2,504
G13,3,5
M5,2,504
H5,3,4
M5,2,504
H6,3,54
M5,2,504
H7,3,11
M5,2,504
H12,3,9
M5,2,504
H13,3,9
M5,2,504
I5,3,4
M5,2,504
I11,3,5
M5,2,504
I12,3,4
M5,2,504
J5,3,4
M5,2,504
J6,3,19
M5,2,504
J7,3,56
M5,2,504
J10,3,54
M5,2,504
J11,3,504
M5,2,504
K5,3,4
M5,2,504
K6,3,5
M5,2,504
K9,3,54
M5,2,504
K10,3,4
M5,2,504
L4,3,4
M5,2,504
L5,3,4
M5,2,504
L7,3,10009
M5,2,10009
L8,3,9
M5,2,10009
L9,3,4
M5,2,10009
M4,3,4
M5,2,10009
M6,3,4
M5,2,10009
M7,3,4
M5,2,10009
N4,3,4
M5,2,10009
N5,3,4
M5,2,10009
N6,3,4
M5,2,10009
D8,1,-50000
M6,2,-Infinity
C7,3,50
M6,2,50
C8,3,5
M6,2,50
C9,3,5
M6,2,50
D7,3,5
M6,2,50
D9,3,6
M6,2,50
D10,3,5
M6,2,50
E7,3,5
M6,2,50
E8,3,10
M6,2,50
E10,3,5
M6,2,50
F7,3,500
M6,2,500
F8,3,5
M6,2,500
F10,3,20
M6,2,500
F11,3,6
M6,2,500
F12,3,5
M6,2,500
F13,3,1
M6,2,500
G7,3,50
M6,2,500
G13,3,1
M6,2,500
H5,3,0
M6,2,500
H6,3,50
M6,2,500
H7,3,7
M6,2,500
H12,3,5
M6,2,500
H13,3,5
M6,2,500
I5,3,0
M6,2,500
I11,3,1
M6,2,500
I12,3,0
M6,2,500
J5,3,0
M6,2,500
J6,3,15
M6,2,500
J7,3,52
M6,2,500
J10,3,50
M6,2,500
J11,3,500
M6,2,500
K5,3,0
M6,2,500
K6,3,1
M6,2,500
K9,3,50
M6,2,500
K10,3,0
M6,2,500
L5,3,0
M6,2,500
L7,3,10005
M6,2,10005
L8,3,5
M6,2,10005
L9,3,0
M6,2,10005
M5,3,0
M6,2,10005
M7,3,0
M6,2,10005
N5,3,0
M6,2,10005
N6,3,0
M6,2,10005
N7,3,0
M6,2,10005
D8,1,-50000
M7,2,-Infinity
C7,3,50
M7,2,50
C8,3,5
M7,2,50
C9,3,5
M7,2,50
D7,3,5
M7,2,50
D9,3,6
M7,2,50
D10,3,5
M7,2,50
E7,3,5
M7,2,50
E8,3,10
M7,2,50
E10,3,5
M7,2,50
F7,3,500
M7,2,500
F8,3,5
M7,2,500
F10,3,20
M7,2,500
F11,3,6
M7,2,500
F12,3,5
M7,2,500
F13,3,1
M7,2,500
G7,3,50
M7,2,500
G13,3,1
M7,2,500
H5,3,0
M7,2,500
H6,3,50
M7,2,500
H7,3,7
M7,2,500
H12,3,5
M7,2,500
H13,3,5
M7,2,500
I5,3,0
M7,2,500
I11,3,1
M7,2,500
I12,3,0
M7,2,500
J5,3,0
M7,2,500
J6,3,15
M7,2,500
J7,3,52
M7,2,500
J10,3,50
M7,2,500
J11,3,500
M7,2,500
K5,3,0
M7,2,500
K6,3,1
M7,2,500
K9,3,50
M7,2,500
K10,3,0
M7,2,500
L5,3,0
M7,2,500
L7,3,10001
M7,2,10001
L8,3,5
M7,2,10001
L9,3,0
M7,2,10001
M5,3,0
M7,2,10001
M6,3,0
M7,2,10001
M8,3,0
M7,2,10001
N6,3,0
M7,2,10001
N7,3,0
M7,2,10001
N8,3,0
M7,2,10001
D8,1,-50000
root,0,-50000
D9,1,Infinity
C8,2,-Infinity
B7,3,1
C8,2,1
B8,3,1
C8,2,1
B9,3,1
C8,2,1
C7,3,1
C8,2,1
C9,3,11
C8,2,11
C10,3,6
C8,2,11
D7,3,1
C8,2,11
D8,3,11
C8,2,11
D10,3,11
C8,2,11
E8,3,11
C8,2,11
E10,3,7
C8,2,11
F7,3,501
C8,2,501
F8,3,6
C8,2,501
F10,3,12
C8,2,501
F11,3,7
C8,2,501
F12,3,6
C8,2,501
F13,3,2
C8,2,501
G7,3,51
C8,2,501
G13,3,2
C8,2,501
H5,3,1
C8,2,501
H6,3,51
C8,2,501
H7,3,8
C8,2,501
H12,3,6
C8,2,501
H13,3,6
C8,2,501
I5,3,1
C8,2,501
I11,3,2
C8,2,501
I12,3,1
C8,2,501
J5,3,1
C8,2,501
J6,3,16
C8,2,501
J7,3,53
C8,2,501
J10,3,51
C8,2,501
J11,3,501
C8,2,501
K5,3,1
C8,2,501
K6,3,2
C8,2,501
K9,3,51
C8,2,501
K10,3,1
C8,2,501
L5,3,1
C8,2,501
L7,3,10006
C8,2,10006
L8,3,6
C8,2,10006
L9,3,1
C8,2,10006
M5,3,1
C8,2,10006
M6,3,1
C8,2,10006
M7,3,1
C8,2,10006
D9,1,10006
C9,2,-Infinity
B8,3,1
C9,2,1
B9,3,1
C9,2,1
B10,3,1
C9,2,1
C8,3,6
C9,2,6
C10,3,6
C9,2,6
D8,3,11
C9,2,11
D10,3,11
C9,2,11
E8,3,11
C9,2,11
E10,3,11
C9,2,11
F7,3,501
C9,2,501
F8,3,6
C9,2,501
F10,3,12
C9,2,501
F11,3,7
C9,2,501
F12,3,6
C9,2,501
F13,3,2
C9,2,501
G7,3,51
C9,2,501
G13,3,2
C9,2,501
H5,3,1
C9,2,501
H6,3,51
C9,2,501
H7,3,8
C9,2,501
H12,3,6
C9,2,501
H13,3,6
C9,2,501
I5,3,1
C9,2,501
I11,3,2
C9,2,501
I12,3,1
C9,2,501
J5,3,1
C9,2,501
J6,3,16
C9,2,501
J7,3,53
C9,2,501
J10,3,51
C9,2,501
J11,3,501
C9,2,501
K5,3,1
C9,2,501
K6,3,2
C9,2,501
K9,3,51
C9,2,501
K10,3,1
C9,2,501
L5,3,1
C9,2,501
L7,3,10006
C9,2,10006
L8,3,6
C9,2,10006
L9,3,1
C9,2,10006
M5,3,1
C9,2,10006
M6,3,1
C9,2,10006
M7,3,1
C9,2,10006
D9,1,10006
C10,2,-Infinity
B9,3,1
C10,2,1
B10,3,1
C10,2,1
B11,3,1
C10,2,1
C8,3,6
C10,2,6
C9,3,11
C10,2,11
C11,3,1
C10,2,11
D8,3,11
C10,2,11
D10,3,11
C10,2,11
D11,3,1
C10,2,11
E8,3,7
C10,2,11
E10,3,11
C10,2,11
F7,3,501
C10,2,501
F8,3,6
C10,2,501
F10,3,12
C10,2,501
F11,3,7
C10,2,501
F12,3,6
C10,2,501
F13,3,2
C10,2,501
G7,3,51
C10,2,501
G13,3,2
C10,2,501
H5,3,1
C10,2,501
H6,3,51
C10,2,501
H7,3,8
C10,2,501
H12,3,6
C10,2,501
H13,3,6
C10,2,501
I5,3,1
C10,2,501
I11,3,2
C10,2,501
I12,3,1
C10,2,501
J5,3,1
C10,2,501
J6,3,16
C10,2,501
J7,3,53
C10,2,501
J10,3,51
C10,2,501
J11,3,501
C10,2,501
K5,3,1
C10,2,501
K6,3,2
C10,2,501
K9,3,51
C10,2,501
K10,3,1
C10,2,501
L5,3,1
C10,2,501
L7,3,10006
C10,2,10006
L8,3,6
C10,2,10006
L9,3,1
C10,2,10006
M5,3,1
C10,2,10006
M6,3,1
C10,2,10006
M7,3,1
C10,2,10006
D9,1,10006
D8,2,-Infinity
C7,3,1
D8,2,1
C8,3,6
D8,2,6
C9,3,11
D8,2,11
C10,3,6
D8,2,11
D7,3,1
D8,2,11
D10,3,7
D8,2,11
E7,3,1
D8,2,11
E8,3,11
D8,2,11
E10,3,11
D8,2,11
F7,3,501
D8,2,501
F8,3,6
D8,2,501
F10,3,11
D8,2,501
F11,3,7
D8,2,501
F12,3,6
D8,2,501
F13,3,2
D8,2,501
G7,3,51
D8,2,501
G13,3,2
D8,2,501
H5,3,1
D8,2,501
H6,3,51
D8,2,501
H7,3,8
D8,2,501
H12,3,6
D8,2,501
H13,3,6
D8,2,501
I5,3,1
D8,2,501
I11,3,2
D8,2,501
I12,3,1
D8,2,501
J5,3,1
D8,2,501
J6,3,16
D8,2,501
J7,3,53
D8,2,501
J10,3,51
D8,2,501
J11,3,501
D8,2,501
K5,3,1
D8,2,501
K6,3,2
D8,2,501
K9,3,51
D8,2,501
K10,3,1
D8,2,501
L5,3,1
D8,2,501
L7,3,10006
D8,2,10006
L8,3,6
D8,2,10006
L9,3,1
D8,2,10006
